element,MT,n_points,E_min_MeV,E_max_MeV,xs_min_barn,xs_max_barn,xs_mean_barn,xs_median_barn,log10_xs_mean,log10_xs_median,auc_log10xs_over_log10E,slope_low,slope_mid,slope_high,xs_at_1em05_MeV,xs_at_0p001_MeV,xs_at_0p1_MeV,xs_at_1_MeV,xs_at_10_MeV,xs_at_1000_MeV,xs_at_100000_MeV,xs_at_1e+07_MeV
Ni,901,152838,1e-05,200000000.0,0.1345634,3787.651,383.4794674852511,314.40435,2.4197918093895603,2.4974885461569256,21.986726617600738,-0.5000005788807392,-0.5019157819437762,0.53637538553979,1067.2850000000003,106.72880000000004,10.672159999999998,3.373862,1.062153,6.687244999999999,135.43619999999999,2472.638000000001
Os,900,128618,1e-05,200000000.0,0.004768337,2246.749,7.709743136347907,0.051705745,-0.7361470541080825,-1.2864612000020768,3.0553059372337774,-0.4992601553305207,-0.042779519285383,1.199148833952591,6.697561,0.6704104,0.06501026000000001,0.015163479999999998,0.280162,0.03158190999999999,39.97334,520.2510999999998
Os,901,128618,1e-05,200000000.0,0.006214836,3626.564,10.434237071656122,0.052885680000000004,-0.7257044190262943,-1.2766619071970364,3.9692669765970807,-0.4984294121593551,-0.047363640232898255,1.2112337966563962,6.71189,0.6725898,0.06706088000000002,0.016034310000000003,0.2905252,0.03196988,55.85258000000002,834.3288000000002
Pb,900,138857,1e-05,200000000.0,0.0007393932,3806.503,101.38505290611832,83.31241,1.8227749650624196,1.9207096976023517,1.9463570897066553,-0.5000002608332343,-0.5003159672915602,0.6527182646722336,8.185071,0.8185066,0.08185068999999999,0.025885240000000004,0.008181386000000002,0.0007852204000000003,49.36941999999999,817.8249
Pb,901,138857,1e-05,200000000.0,0.001008935,11523.49,280.8236977541894,227.9528,2.2114969316245916,2.3578449311160945,4.855272580128233,-0.500000181931453,-0.500310460681963,0.7952750896077116,11.17486,1.117485,0.1117486,0.03534043,0.011169889999999998,0.0010718759999999996,120.55230000000003,2452.147
Pd,900,139618,1e-05,200000000.0,0.00321662,655.7841,6.328994207688221,4.1565069999999995,0.31187857610110054,0.6187285162363269,10.03816510924145,-0.5000302694246616,-0.01938970814122459,0.9997955374243608,79.06675000000001,7.90642,0.7874857,0.2416388,0.1452926,0.06524603,24.3229,284.85800000000006
Pd,901,139618,1e-05,200000000.0,0.003920079,4303.368,16.126197952726965,4.244897999999999,0.3612415844524857,0.6278672591043237,13.2477811282043,-0.5000135139692475,-0.020912703179489536,1.1087435578697338,83.46786,8.346779,0.8316751,0.2552146,0.1538294,0.06775699000000002,102.2773,1832.6849999999997
Pr,900,34645,1e-05,200000000.0,0.005846885,3759.67,20.714942422944464,3.93444,0.5875714032094553,0.5948829267288656,11.019041130331457,-0.5000592211617811,-0.15301833789759045,0.8661057091328154,101.49579999999996,10.148929999999998,1.008293,0.3010828,0.06053914999999999,0.2306683,41.5167,1292.0749999999994
Pr,901,34645,1e-05,200000000.0,0.005906718,8197.292,32.53004528485372,4.460584,0.6293487113930165,0.6493917222488327,12.371918031185126,-0.5000592200622633,-0.1530183382995542,0.9403664672895723,102.5344,10.252779999999998,1.018611,0.3041639,0.06115865000000001,0.2307992,80.83459,2804.7619999999993
Pt,900,330550,1e-05,200000000.0,0.0009669099,692.7205,11.124913035815252,12.49698,0.6068756504983871,1.0968050747836244,5.617810780562561,-0.499971824936488,-0.26762823540070213,1.307067954800619,33.32875,3.3329950000000004,0.3333056,0.10552980000000002,0.3373628,0.0009881156999999997,18.804639999999996,144.30919999999998
Pt,901,330550,1e-05,200000000.0,0.001023234,6195.158,21.64210679402827,15.339395,0.7426251684780809,1.1858082309720335,9.048554963520207,-0.4997355076325274,-0.267135764456466,1.5207899052657259,33.353959999999994,3.3365359999999997,0.3361652,0.1064325,0.3379589,0.0010445399999999996,94.15823999999999,1271.9199999999998
Rb,900,70982,1e-05,200000000.0,0.005364247,2908.326,43.656334930932395,26.798845,1.3354350149722585,1.428116076828775,7.201150608346984,-0.49999896635086044,-0.4926187080252483,0.7698256385140518,14.378380000000002,1.437844,0.1437988,0.045528880000000015,0.014554449999999998,2.450574,115.50099999999996,1049.814
Rb,901,70982,1e-05,200000000.0,0.007644469,9342.073,102.14416356378622,57.21237,1.6198770844930905,1.7574899385519522,10.58358185912081,-0.49999898852330077,-0.492795328916122,0.9587721203525061,20.60155,2.060164,0.2060363,0.06523241000000002,0.02084719,2.519725,338.39320000000015,3356.679
Re,900,141913,1e-05,200000000.0,0.0004960243,3633.642,3.1172550525473772,0.06388761,-1.1871164853549485,-1.194583358279291,9.38600776318908,-0.4999938551959413,-0.2196762073713454,-0.23607707388460158,43.98912,4.398945,0.4376162,0.1826273,0.03772617,0.3172498,43.50156,769.0980999999998
Re,901,141913,1e-05,200000000.0,0.0005333056,4177.377,3.5358784656221993,0.06398637,-1.1854588719440093,-1.193912527019317,9.614614952006534,-0.49997947153539624,-0.22030375851106027,-0.23187903049225017,43.99047,4.399151999999999,0.4378115,0.1828366,0.038833080000000006,0.3173032,48.39294000000001,882.7934999999999
Rh,900,40228,1e-05,200000000.0,0.001327225,1619.589,10.678023461925399,2.1396305,0.02515237350039204,0.33033877879458334,16.540932975088126,-0.49859115137480065,-0.9405747124392752,1.0281635640859705,1108.9260000000004,111.0651,13.057609999999997,76.39139,0.029358109999999993,0.3525315,40.44093000000001,515.4002999999998
Rh,901,40228,1e-05,200000000.0,0.001347963,3823.353,17.039658637164415,2.147076,0.031036120130635197,0.33184741693008674,17.986436184365303,-0.49859115676496213,-0.9405747100602858,1.0628952673968062,1126.2550000000006,112.80079999999994,13.261659999999997,77.58518999999998,0.029816900000000004,0.3580407,80.77165999999998,1207.3210000000006
Ru,900,163170,1e-05,200000000.0,0.05922923,1348.045,9.38633743504155,4.150414,0.4421439070964788,0.6180914193491128,9.312505958211332,-0.4947201647820578,0.06843386086250478,0.9488940643809305,26.517899999999997,2.670016,0.31306030000000007,0.1048916,53.527840000000005,0.09842087000000001,45.94178,549.2896000000001
Ru,901,163170,1e-05,200000000.0,0.08193923,2879.334,13.757739289007416,4.258516500000001,0.5113427717366242,0.6292583342932017,11.235117926681932,-0.4892596722312834,0.12678082930533624,0.9275139991255449,27.153129999999994,2.754016,0.3717563,0.1235411,54.6352,0.16700260000000003,84.09590999999999,1164.3930000000003
Sb,900,51231,1e-05,200000000.0,0.003485127,3549.592,40.708531212177604,2.171093,0.12233607375848778,0.3366784271033162,12.990087076056236,-0.4998439112217716,-0.3436588267258465,0.8757236282026618,71.2602,7.127262999999999,0.725288,0.2759945,0.2400763,1.754961,57.143550000000005,1413.529
Sb,901,51231,1e-05,200000000.0,0.003747609,8826.451,93.86161377893691,2.196961,0.15043955252262994,0.3418223474825819,14.855392770563142,-0.4998431019027809,-0.3439154453570359,0.9432997962278028,76.72988000000001,7.674334,0.7810294,0.2974546,0.2589936,1.756193,127.20919999999994,3499.011000000001
Sc,900,24131,1e-05,200000000.0,0.06312074,1800.457,134.89771981344785,75.09552,1.766835709321245,1.8756140289174357,20.699837957662965,-0.5000049005921126,-0.5252303980437721,0.7890830937110991,1369.3440000000003,136.93399999999997,13.685690000000003,4.306626,1.295599,0.50142,301.2069999999999,1113.041
Sc,901,24131,1e-05,200000000.0,0.08131812,3404.328,235.74606378317102,128.7075,1.991603731788178,2.1096038547032285,22.76368300318711,-0.5000048943150082,-0.5252240727953339,0.871470108411334,1768.477000000001,176.84720000000007,17.674759999999996,5.561917,1.673255,0.5082193,547.3781,2102.2869999999994
Se,900,98707,1e-05,200000000.0,0.03092728,2274.692,82.38675869000242,43.10037,1.4957245294161587,1.6344809984268238,17.11742175325461,-0.4997958829186585,-0.3575957190680784,0.7891775016010639,390.8590000000001,39.09491,3.9158860000000004,1.182382,0.2650822,14.35692,189.19760000000008,926.1893000000005
Se,901,98707,1e-05,200000000.0,0.04861934,6538.237,195.40351564104026,90.34502,1.7704929171536221,1.955904218367594,19.999035286916534,-0.4994790900065516,-0.3417122449391336,0.9611129946850081,497.53820000000024,49.782920000000004,5.029946999999999,1.520142,0.3445049,14.669849999999997,494.86980000000017,2650.849999999999
Si,900,18258,1e-05,200000000.0,0.007057057,1785.979,430.86646913641414,404.38120000000004,2.3497179359032923,2.606790956658988,8.113091150168266,-0.5000005255370643,-0.499965266072854,0.765129600880768,35.67277000000001,3.567277,0.3567237,0.11282700000000001,0.03567870000000001,1.455044,26.599120000000003,895.8048999999997
Si,901,18258,1e-05,200000000.0,0.01028073,3562.401,856.920833035213,803.97155,2.632709470059256,2.9052406806071582,10.685109400023173,-0.5000005191258494,-0.4999658668313588,0.8076793222350983,51.97008000000002,5.197008,0.519695,0.1643726,0.05197865999999999,1.47351,51.30870999999999,1792.8619999999999
Sm,900,189946,1e-05,200000000.0,1.17439,22184.27,34.41990916248302,13.704540000000001,1.024717101943838,1.136864462799942,30.476232391703096,-0.48314807131468934,-0.416725600834076,0.6073721070124014,22184.26999999998,2257.699000000001,2100.8669999999993,22.384239999999995,28.51634,1.601512,60.62253,1132.3850000000002
Sm,901,189946,1e-05,200000000.0,2.0,22485.18,44.63577659022039,15.292035,1.1475552156109872,1.1844652833496794,32.65407695554555,-0.48314151909142344,-0.35724142965366784,0.519377577888325,22485.18000000001,2288.338999999999,2129.5779999999995,22.692830000000004,58.19316,2.492916,125.17469999999994,2647.163000000001
Sn,900,311235,1e-05,200000000.0,0.001548963,6749.89,127.97853037272192,54.69335,1.566577157738511,1.7379345249829243,9.21745881961845,-0.5001370626554907,0.057187454643115185,0.9333851015190425,25.540989999999994,2.553719,0.2515875000000001,0.07557767999999998,0.011675409999999999,2.264505,104.7473,2666.3319999999985
Sn,901,311235,1e-05,200000000.0,0.001758078,9665.037,179.25861768366764,73.91645,1.6776457220095369,1.8687411007657162,10.216810044001926,-0.5001371697033735,0.05128462075023443,0.9798795361396072,28.212060000000008,2.820786,0.2778953,0.08353768999999998,0.012863419999999997,2.270162,145.60769999999997,3813.2829999999985
Sr,900,155579,1e-05,200000000.0,0.001765038,2793.56,254.61605710512958,51.07927,1.782401290347566,1.7082446819109307,8.60664519888198,-0.49958381057889495,-0.6364716797607456,0.9173521532152192,31.99909,3.2013839999999996,0.3354445,0.17942559999999996,0.013046280000000002,2.676969,85.07430000000001,989.6674999999999
Sr,901,155579,1e-05,200000000.0,0.002065195,7294.161,639.9829516053074,116.3758,2.0894025023968825,2.0658626794621493,10.93066673188991,-0.4995827661110363,-0.6375414366297626,1.0365174982419774,38.061339999999994,3.8078939999999997,0.3990402,0.2136485,0.015459259999999999,2.677118,203.4276999999999,2573.2399999999993
Ta,900,60073,1e-05,200000000.0,0.001282401,2000.076,3.716519649375276,0.1754316,-0.7498509631480575,-0.755892175681793,8.74890242289621,-0.4998070685499775,-0.26100623850722354,-0.23281179696945703,43.82876999999999,4.383813,0.4481085,0.1859084,2.595252,0.025908010000000002,25.315909769355855,563.6334999999999
Ta,901,60073,1e-05,200000000.0,0.001282401,2774.823,4.54621336567045,0.1754316,-0.7494074943559007,-0.755892175681793,9.224573899952157,-0.4998070685499775,-0.26100623850722354,-0.22278949798956874,43.82876999999999,4.383813,0.4481085,0.1859084,2.595252,0.025908010000000002,31.40968418077951,778.4376000000001
Tb,900,36427,1e-05,200000000.0,0.01565797,3205.839,17.903609977614405,1.197998,0.1284873127689406,0.07845609302016329,16.09710412746167,-0.49990870933800574,-0.11560921914140435,0.37609024689110926,182.74160000000006,18.276000000000003,1.847138,0.6911701,3.775228,4.466922,44.69024999999999,1017.0709999999999
Tb,901,36427,1e-05,200000000.0,0.01575763,6593.83,29.409528330875723,1.205595,0.1353498803880732,0.08120143814788891,17.29378941798302,-0.49990869625244927,-0.11561143168629816,0.4332050657953179,183.90339999999992,18.39219,1.858881,0.6955641,3.799223,4.495145,79.75904000000001,2081.1239999999993
Te,900,407723,1e-05,200000000.0,0.00371875,3669.197,24.812947124474352,9.101697,0.9821488669727703,0.9591223735326724,12.803793225447876,-0.4994038880686583,-0.3906707355940839,0.8805731777624058,106.65750000000001,10.673750000000002,1.151496,0.9420747,0.02349133,8.852182,50.12281999999999,1139.9440000000002
Te,901,407723,1e-05,200000000.0,0.007138893,9754.264,54.13043043265568,15.14034,1.1921326470815146,1.180135628034983,15.117273886770793,-0.49938871542796487,-0.3617993571662166,1.0541984432992928,117.85310000000005,11.794359999999998,1.273218,1.043696,0.02937342,9.53289,118.42099999999998,3014.176999999999
Ti,900,76401,1e-05,200000000.0,0.0466722,3288.249,328.58452946052523,226.8364,2.325202907735532,2.355712746211646,18.008941447093413,-0.5000017272398034,-0.5026357053718205,0.39066878101189284,304.4621999999998,30.446270000000002,3.044423,0.9624478,0.3028926,3.045442,322.91589999999997,1936.1910000000003
Ti,901,76401,1e-05,200000000.0,0.0493928,3944.216,390.39699809757843,269.4184,2.3970659898087456,2.4304272526549195,18.550598839089396,-0.5000017476128219,-0.5026363018689711,0.40515110864110837,322.3773,32.23778000000001,3.223563,1.01908,0.3207144,3.046825,383.9647,2321.851
Tl,900,71483,1e-05,200000000.0,0.003375824,3313.097,42.86720428823915,37.11092,1.425551276689978,1.5695017208799273,7.9893088139142305,-0.4999940091666679,-0.31237909163477906,0.7629369487685652,33.97419000000001,3.397443,0.3399648,0.1081546,0.03633859,0.021024729999999995,63.39650999999999,799.6062999999998
Tl,901,71483,1e-05,200000000.0,0.00343471,10491.97,101.46256226427904,84.18009,1.7155796161568617,1.9252093857322992,9.949864815613054,-0.4999939891997445,-0.31309882683690016,0.9910702127509392,34.57406,3.4574300000000004,0.3459678,0.1100645,0.036980950000000005,0.021401619999999996,160.94380000000007,2509.3000000000006
Tm,900,86709,1e-05,200000000.0,0.004409923,2962.801,12.28829277610618,3.924318,0.4019312307665551,0.5937641924004501,16.371797768966708,-0.4996602172786115,-0.392951939578383,1.173809221666294,392.70569999999987,39.28626,4.080355,1.978633,0.22684569999999998,0.14657509999999999,41.28665,706.7262
Tm,901,86709,1e-05,200000000.0,0.00459623,6651.96,15.95841680616357,3.928829,0.40432724637028844,0.5942631268081058,17.677122648934372,-0.4996313465439693,-0.3926273110724258,1.1951636515249966,393.2253000000002,39.339569999999995,4.089113,1.982266,0.2298251,0.1469121,78.00817000000002,1574.249
Unknown,900,339645,1e-05,200000000.0,5.184922e-05,2855754.0,505.3744649971547,6.615262,0.4736264690877752,0.8205470492644081,2.7862907340703966,-0.6520463722968906,-0.08665967347011154,1.1894448002229971,2.569653,0.2570012,0.02605824,0.00975924,0.005907167999999998,0.1820154,20.612599999999997,172.63750000000007
Unknown,901,339645,1e-05,200000000.0,8.512276e-05,4813999.0,931.7563468576641,8.236132,0.6604885166956588,0.9157232984137235,5.5991739855067,-0.6546889934901762,-0.12272088798567013,1.3312076101655248,2.569763,0.2570182,0.026074780000000002,0.009764464000000004,0.005923211000000002,0.1820182,45.61381000000001,942.3195000000004
Xe,900,133537,1e-05,200000000.0,0.003526174,2126.964,14.615118947177143,5.729216,0.39405844978776833,0.7580951961088769,14.99880142400676,-0.49996538277930863,-0.4286013074058958,1.0381078617436506,296.5145,29.65282,2.977522,0.999132,40.72878000000001,0.8570369,30.275069999999996,802.3655999999997
Xe,901,133537,1e-05,200000000.0,0.003668768,4936.984,25.12787794095441,5.796096,0.44229605893558294,0.7631355700229101,16.461112466430937,-0.4999572569120413,-0.42767528146312617,1.1303544518014792,302.7566000000001,30.27737000000001,3.041007,1.020537,41.804260000000006,0.857548,59.52245,1849.8289999999993
Yb,900,270481,1e-05,200000000.0,0.01200658,3407.925,18.569765905930065,7.208093,0.5685286426613055,0.857820381345904,16.288618504944036,-0.49987255341040915,-0.2656295837103395,1.1137280683371158,260.33390000000014,26.03733,2.652496,0.8256292,0.3211011,0.20221969999999997,52.98163,862.8075999999999
Yb,901,270481,1e-05,200000000.0,0.01964988,8942.449,28.626475686615958,7.580152,0.6455492462562766,0.8796779143522895,18.10893225488677,-0.49982944729365997,-0.24370881974908318,1.190807281642282,261.4715000000001,26.15245,2.667746,0.830533,0.4766531,0.21076029999999998,116.39359999999995,2246.7809999999995
Zn,900,348239,1e-05,200000000.0,0.01344496,1870.111,133.01419447040735,90.39759,1.8853259900022843,1.9561568523376076,9.198549798261228,-0.49974359981643596,-0.4890934278888356,0.8190529818820298,33.42393,3.3433190000000006,0.3366155,0.10658899999999999,0.0341166,2.043998,120.56319999999998,900.8638000000004
Zn,901,348239,1e-05,200000000.0,0.01682087,5076.341,340.5784362712166,225.5544,2.2652159416769866,2.353251303511237,11.87197503080952,-0.49942947612482375,-0.4888862121782341,0.925845222372125,40.834830000000004,4.08598,0.4147401,0.1313206,0.04201996,2.409562,299.1286,2437.08
Zr,900,55990,1e-05,200000000.0,0.0003216981,3219.789,49.89402178714257,29.44061,1.2898654459110581,1.4689468034512942,0.9807572366531581,-0.5000025661450854,-0.5095470536725977,1.1678223669172634,3.4855000000000005,0.3485501,0.03484467,0.01099264,0.003393127999999999,0.441418,116.76139349763359,1192.5920000000003
Zr,901,55990,1e-05,200000000.0,0.0003282411,4583.703,65.09338502276069,36.755089999999996,1.3705825194371626,1.5653174904710854,1.6740579291940456,-0.5000025725631598,-0.5095887517967462,1.2380623419784944,3.5584849999999997,0.3558486,0.03557427,0.01122269,0.0034637789999999993,0.4414221,160.13409471740735,1694.7769999999994
